SampleDate,Fishery,FishNumber,Length,Weight,Gonad,gear,Age,District,Subdistrict
4/28/2018,4,279,262,230,5,5,7,326,12
4/28/2018,4,280,300,305,5,5,28,326,12
4/28/2018,4,283,265,237,5,5,28,326,12
4/28/2018,4,284,249,189,5,5,4,326,12
4/28/2018,4,285,266,229,5,5,5,326,12
4/28/2018,4,286,243,172,5,5,5,326,12
4/28/2018,4,287,250,217,5,5,28,326,12
4/28/2018,4,288,265,225,5,5,5,326,12
4/28/2018,4,276,255,201,5,5,5,326,12
4/28/2018,4,42,244,208,5,5,5,326,12
4/28/2018,4,26,330,581,5,5,28,326,12
4/28/2018,4,33,266,269,5,5,5,326,12
4/28/2018,4,34,314,408,5,5,9,326,12
4/28/2018,4,35,304,371,5,5,28,326,12
4/28/2018,4,36,262,249,5,5,6,326,12
4/28/2018,4,37,247,195,5,5,5,326,12
4/28/2018,4,38,327,459,5,5,9,326,12
4/28/2018,4,30,263,261,5,5,4,326,12
4/28/2018,4,40,302,358,5,5,8,326,12
4/28/2018,4,29,258,207,5,5,4,326,12
4/28/2018,4,43,267,274,5,5,6,326,12
4/28/2018,4,44,324,430,5,5,28,326,12
4/28/2018,4,45,271,255,5,5,28,326,12
4/28/2018,4,1,237,173,5,5,4,326,12
4/28/2018,4,268,281,288,3,5,28,326,12
4/28/2018,4,228,264,248,5,5,8,326,12
4/28/2018,4,47,262,221,5,5,28,326,12
4/28/2018,4,39,318,435,5,5,10,326,12
4/28/2018,4,126,292,346,5,5,8,326,12
4/28/2018,4,14,241,190,5,5,4,326,12
4/28/2018,4,15,318,392,5,5,11,326,12
4/28/2018,4,16,322,486,5,5,9,326,12
4/28/2018,4,17,311,442,5,5,28,326,12
4/28/2018,4,191,251,204,5,5,7,326,12
4/28/2018,4,192,258,202,7,5,29,326,12
4/28/2018,4,18,240,161,5,5,5,326,12
4/28/2018,4,202,254,245,5,5,7,326,12
4/28/2018,4,20,267,230,5,5,6,326,12
4/28/2018,4,181,298,353,5,5,8,326,12
4/28/2018,4,22,237,150,7,5,4,326,12
4/28/2018,4,23,251,206,5,5,5,326,12
4/28/2018,4,24,252,195,7,5,5,326,12
4/28/2018,4,25,243,177,5,5,4,326,12
4/28/2018,4,201,251,202,3,5,8,326,12
4/28/2018,4,46,277,283,5,5,8,326,12
4/28/2018,4,27,261,232,5,5,28,326,12
4/28/2018,4,19,229,175,5,5,4,326,12
4/28/2018,4,220,288,286,7,5,7,326,12
4/28/2018,4,227,264,226,3,5,4,326,12
4/28/2018,4,214,331,553,5,5,11,326,12
4/28/2018,4,71,323,441,3,5,9,326,12
4/28/2018,4,2,247,175,7,5,6,326,12
4/28/2018,4,215,326,461,3,5,11,326,12
4/28/2018,4,216,260,190,3,5,6,326,12
4/28/2018,4,217,253,212,5,5,5,326,12
4/28/2018,4,62,264,231,5,5,10,326,12
4/28/2018,4,219,268,238,5,5,5,326,12
4/28/2018,4,61,287,321,5,5,9,326,12
4/28/2018,4,222,291,338,3,5,8,326,12
4/28/2018,4,223,253,199,5,5,5,326,12
4/28/2018,4,250,285,313,5,5,9,326,12
4/28/2018,4,224,325,492,3,5,28,326,12
4/28/2018,4,225,305,385,3,5,8,326,12
4/28/2018,4,81,265,229,5,5,4,326,12
4/28/2018,4,230,277,246,3,5,5,326,12
4/28/2018,4,218,299,366,5,5,10,326,12
4/28/2018,4,41,253,194,5,5,5,326,12
4/28/2018,4,95,241,161,5,5,5,326,12
4/28/2018,4,48,287,330,5,5,28,326,12
4/28/2018,4,21,262,225,5,5,5,326,12
4/28/2018,4,200,285,298,5,5,9,326,12
4/28/2018,4,31,257,203,5,5,6,326,12
4/28/2018,4,203,250,204,3,5,28,326,12
4/28/2018,4,32,317,453,5,5,28,326,12
4/28/2018,4,213,270,268,5,5,6,326,12
4/28/2018,4,205,233,156,5,5,4,326,12
4/28/2018,4,229,310,370,3,5,7,326,12
4/28/2018,4,206,304,348,7,5,9,326,12
4/28/2018,4,207,264,208,5,5,4,326,12
4/28/2018,4,208,313,378,7,5,9,326,12
4/28/2018,4,209,316,446,5,5,9,326,12
4/28/2018,4,51,305,391,5,5,8,326,12
4/28/2018,4,210,255,197,5,5,28,326,12
4/28/2018,4,212,286,314,5,5,8,326,12
4/28/2018,4,204,320,454,5,5,28,326,12
4/28/2018,4,121,251,199,5,5,28,326,12
4/28/2018,4,226,248,184,5,5,5,326,12
4/28/2018,4,111,319,395,5,5,7,326,12
4/28/2018,4,252,260,226,5,5,28,326,12
4/28/2018,4,253,286,301,5,5,7,326,12
4/28/2018,4,254,247,188,5,5,8,326,12
4/28/2018,4,255,303,351,5,5,10,326,12
4/28/2018,4,256,270,247,5,5,28,326,12
4/28/2018,4,247,304,393,5,5,28,326,12
4/28/2018,4,258,231,168,5,5,4,326,12
4/28/2018,4,246,303,457,5,5,9,326,12
4/28/2018,4,259,251,182,5,5,4,326,12
4/28/2018,4,260,256,229,5,5,28,326,12
4/28/2018,4,262,256,200,7,5,6,326,12
4/28/2018,4,263,302,347,5,5,28,326,12
4/28/2018,4,264,249,176,5,5,28,326,12
4/28/2018,4,265,301,385,5,5,7,326,12
4/28/2018,4,266,281,287,5,5,7,326,12
4/28/2018,4,257,271,266,5,5,5,326,12
4/28/2018,4,240,269,243,5,5,10,326,12
4/28/2018,4,232,256,218,5,5,5,326,12
4/28/2018,4,233,319,441,5,5,11,326,12
4/28/2018,4,234,314,343,7,5,11,326,12
4/28/2018,4,11,326,484,5,5,11,326,12
4/28/2018,4,235,258,193,5,5,28,326,12
4/28/2018,4,236,299,361,7,5,9,326,12
4/28/2018,4,237,340,476,5,5,28,326,12
4/28/2018,4,248,268,247,5,5,5,326,12
4/28/2018,4,239,292,338,7,5,8,326,12
4/28/2018,4,267,237,149,5,5,5,326,12
4/28/2018,4,91,303,329,5,5,7,326,12
4/28/2018,4,242,264,226,5,5,4,326,12
4/28/2018,4,243,253,209,5,5,4,326,12
4/28/2018,4,244,253,198,5,5,4,326,12
4/28/2018,4,245,272,251,7,5,5,326,12
4/28/2018,4,101,327,438,5,5,6,326,12
4/28/2018,4,102,286,297,5,5,7,326,12
4/28/2018,4,238,321,363,7,5,28,326,12
4/28/2018,4,147,279,275,5,5,29,326,12
4/28/2018,4,137,245,179,3,5,8,326,12
4/28/2018,4,138,316,437,5,5,9,326,12
4/28/2018,4,139,292,354,5,5,28,326,12
4/28/2018,4,49,281,282,5,5,7,326,12
4/28/2018,4,143,310,441,5,5,11,326,12
4/28/2018,4,241,303,365,5,5,9,326,12
4/28/2018,4,120,299,352,5,5,7,326,12
4/28/2018,4,146,288,376,5,5,10,326,12
4/28/2018,4,292,241,171,5,5,6,326,12
4/28/2018,4,148,246,169,5,5,6,326,12
4/28/2018,4,149,251,186,5,5,4,326,12
4/28/2018,4,150,303,386,5,5,8,326,12
4/28/2018,4,152,311,438,5,5,10,326,12
4/28/2018,4,153,256,236,5,5,28,326,12
4/28/2018,4,154,242,198,5,5,6,326,12
4/28/2018,4,155,294,336,5,5,28,326,12
4/28/2018,4,145,248,203,5,5,28,326,12
4/28/2018,4,132,260,212,5,5,6,326,12
4/28/2018,4,122,284,304,5,5,28,326,12
4/28/2018,4,261,264,238,5,5,5,326,12
4/28/2018,4,123,262,235,5,5,28,326,12
4/28/2018,4,124,301,390,5,5,7,326,12
4/28/2018,4,125,265,218,7,5,5,326,12
4/28/2018,4,127,290,300,5,5,7,326,12
4/28/2018,4,128,266,241,5,5,5,326,12
4/28/2018,4,136,314,477,5,5,9,326,12
4/28/2018,4,130,256,216,5,5,5,326,12
4/28/2018,4,135,263,222,5,5,5,326,12
4/28/2018,4,271,254,203,5,5,5,326,12
4/28/2018,4,133,235,168,5,5,4,326,12
4/28/2018,4,281,267,258,3,5,28,326,12
4/28/2018,4,282,303,386,5,5,11,326,12
4/28/2018,4,134,285,309,5,5,7,326,12
4/28/2018,4,291,251,185,5,5,5,326,12
4/28/2018,4,158,243,187,5,5,29,326,12
4/28/2018,4,129,312,411,5,5,5,326,12
4/28/2018,4,190,296,365,5,5,8,326,12
4/28/2018,4,156,266,249,5,5,5,326,12
4/28/2018,4,182,244,173,5,5,28,326,12
4/28/2018,4,183,258,248,5,5,6,326,12
4/28/2018,4,184,258,212,7,5,5,326,12
4/28/2018,4,185,287,356,5,5,8,326,12
4/28/2018,4,186,259,253,5,5,5,326,12
4/28/2018,4,187,295,324,5,5,7,326,12
4/28/2018,4,179,255,200,5,5,4,326,12
4/28/2018,4,189,239,161,5,5,4,326,12
4/28/2018,4,178,295,341,3,5,10,326,12
4/28/2018,4,193,265,248,5,5,5,326,12
4/28/2018,4,194,238,156,5,5,5,326,12
4/28/2018,4,195,247,182,5,5,4,326,12
4/28/2018,4,196,235,152,5,5,5,326,12
4/28/2018,4,197,249,190,3,5,4,326,12
4/28/2018,4,198,301,360,5,5,8,326,12
4/28/2018,4,199,282,270,5,5,6,326,12
4/28/2018,4,188,263,217,5,5,4,326,12
4/28/2018,4,169,298,355,5,5,7,326,12
4/28/2018,4,140,307,408,3,5,10,326,12
4/28/2018,4,159,262,246,5,5,5,326,12
4/28/2018,4,160,290,301,5,5,7,326,12
4/28/2018,4,163,240,178,5,5,4,326,12
4/28/2018,4,164,247,194,5,5,5,326,12
4/28/2018,4,165,253,178,7,5,4,326,12
4/28/2018,4,166,318,487,5,5,9,326,12
4/28/2018,4,180,242,177,5,5,5,326,12
4/28/2018,4,168,261,229,5,5,5,326,12
4/28/2018,4,157,308,370,5,5,10,326,12
4/28/2018,4,170,304,395,5,5,10,326,12
4/28/2018,4,173,255,223,3,5,6,326,12
4/28/2018,4,174,300,335,5,5,28,326,12
4/28/2018,4,12,296,356,5,5,28,326,12
4/28/2018,4,175,266,255,5,5,6,326,12
4/28/2018,4,176,257,211,5,5,4,326,12
4/28/2018,4,177,313,469,3,5,10,326,12
4/28/2018,4,167,273,316,5,5,6,326,12
4/28/2018,4,73,244,199,5,5,5,326,12
4/28/2018,4,79,321,415,5,5,5,326,12
4/28/2018,4,10,308,391,5,5,11,326,12
4/28/2018,4,65,260,203,5,5,5,326,12
4/28/2018,4,66,266,248,5,5,5,326,12
4/28/2018,4,67,251,187,7,5,4,326,12
4/28/2018,4,68,260,224,5,5,5,326,12
4/28/2018,4,69,268,258,5,5,5,326,12
4/28/2018,4,8,261,257,5,5,5,326,12
4/28/2018,4,72,303,377,5,5,8,326,12
4/28/2018,4,7,315,341,7,5,28,326,12
4/28/2018,4,74,252,182,5,5,5,326,12
4/28/2018,4,221,300,356,5,5,11,326,12
4/28/2018,4,251,303,337,5,5,8,326,12
4/28/2018,4,75,239,180,7,5,4,326,12
4/28/2018,4,76,263,242,5,5,4,326,12
4/28/2018,4,77,260,201,5,5,7,326,12
4/28/2018,4,78,263,197,5,5,4,326,12
4/28/2018,4,70,255,234,5,5,5,326,12
4/28/2018,4,59,239,193,5,5,4,326,12
4/28/2018,4,50,249,198,5,5,7,326,12
4/28/2018,4,52,233,169,5,5,4,326,12
4/28/2018,4,53,241,179,5,5,28,326,12
4/28/2018,4,54,278,283,3,5,6,326,12
4/28/2018,4,211,292,318,5,5,9,326,12
4/28/2018,4,55,296,358,5,5,28,326,12
4/28/2018,4,56,310,394,5,5,8,326,12
4/28/2018,4,9,330,557,5,5,28,326,12
4/28/2018,4,58,234,166,5,5,4,326,12
4/28/2018,4,63,313,421,5,5,10,326,12
4/28/2018,4,3,311,428,5,5,7,326,12
4/28/2018,4,144,324,445,5,5,7,326,12
4/28/2018,4,4,313,427,5,5,10,326,12
4/28/2018,4,119,305,370,5,5,9,326,12
4/28/2018,4,5,237,181,5,5,5,326,12
4/28/2018,4,64,251,181,5,5,5,326,12
4/28/2018,4,6,251,228,5,5,28,326,12
4/28/2018,4,57,263,202,5,5,4,326,12
4/28/2018,4,113,307,390,5,5,8,326,12
4/28/2018,4,100,248,191,5,5,4,326,12
4/28/2018,4,103,251,174,7,5,5,326,12
4/28/2018,4,104,257,206,5,5,5,326,12
4/28/2018,4,105,308,369,5,5,7,326,12
4/28/2018,4,106,244,159,7,5,5,326,12
4/28/2018,4,107,300,352,5,5,6,326,12
4/28/2018,4,108,247,176,5,5,7,326,12
4/28/2018,4,99,303,339,3,5,8,326,12
4/28/2018,4,110,294,350,5,5,28,326,12
4/28/2018,4,112,269,269,3,5,8,326,12
4/28/2018,4,115,311,406,5,5,7,326,12
4/28/2018,4,116,300,405,5,5,7,326,12
4/28/2018,4,117,252,199,5,5,5,326,12
4/28/2018,4,118,250,198,5,5,5,326,12
4/28/2018,4,249,321,459,5,5,11,326,12
4/28/2018,4,80,282,253,7,5,5,326,12
4/28/2018,4,60,301,366,5,5,8,326,12
4/28/2018,4,109,291,391,5,5,28,326,12
4/28/2018,4,87,300,366,5,5,7,326,12
4/28/2018,4,231,248,185,5,5,7,326,12
4/28/2018,4,82,300,355,7,5,9,326,12
4/28/2018,4,114,308,397,5,5,11,326,12
4/28/2018,4,98,262,223,5,5,10,326,12
4/28/2018,4,83,260,210,5,5,4,326,12
4/28/2018,4,84,319,435,5,5,28,326,12
4/28/2018,4,86,244,174,5,5,5,326,12
4/28/2018,4,88,314,356,5,5,11,326,12
4/28/2018,4,94,289,295,5,5,29,326,12
4/28/2018,4,90,314,413,5,5,12,326,12
4/28/2018,4,97,298,344,5,5,7,326,12
4/28/2018,4,92,268,234,5,5,6,326,12
4/28/2018,4,93,247,202,5,5,5,326,12
4/28/2018,4,96,293,366,5,5,8,326,12
4/28/2018,4,89,251,208,5,5,28,326,12
4/28/2018,4,85,298,380,5,5,7,326,12
4/28/2018,4,39,264,224,5,5,5,326,12
4/28/2018,4,38,273,296,5,5,5,326,12
4/28/2018,4,37,264,256,5,5,4,326,12
4/28/2018,4,32,259,226,3,5,4,326,12
4/28/2018,4,36,260,242,5,5,28,326,12
4/28/2018,4,34,245,180,5,5,28,326,12
4/28/2018,4,31,267,210,5,5,7,326,12
4/28/2018,4,40,311,383,5,5,8,326,12
4/28/2018,4,49,318,470,5,5,8,326,12
4/28/2018,4,21,257,213,5,5,5,326,12
4/28/2018,4,33,245,203,5,5,5,326,12
4/28/2018,4,35,237,163,7,5,4,326,12
4/28/2018,4,42,263,238,5,5,9,326,12
4/28/2018,4,43,300,376,5,5,9,326,12
4/28/2018,4,44,316,423,5,5,10,326,12
4/28/2018,4,45,240,155,5,5,28,326,12
4/28/2018,4,46,290,350,5,5,8,326,12
4/28/2018,4,48,246,212,5,5,5,326,12
4/28/2018,4,50,260,209,5,5,5,326,12
4/28/2018,4,52,239,162,7,5,28,326,12
4/28/2018,4,30,252,186,5,5,8,326,12
4/28/2018,4,91,323,341,5,5,8,326,12
4/28/2018,4,54,284,324,5,5,8,326,12
4/28/2018,4,53,300,350,5,5,7,326,12
4/28/2018,4,47,285,332,5,5,7,326,12
4/28/2018,4,16,251,198,5,5,4,326,12
4/28/2018,4,55,249,189,5,5,28,326,12
4/28/2018,4,4,284,298,5,5,7,326,12
4/28/2018,4,41,235,163,5,5,4,326,12
4/28/2018,4,51,292,360,5,5,6,326,12
4/28/2018,4,61,271,256,5,5,6,326,12
4/28/2018,4,71,308,339,5,5,28,326,12
4/28/2018,4,81,322,359,7,5,10,326,12
4/28/2018,4,1,333,491,5,5,7,326,12
4/28/2018,4,12,243,189,5,5,28,326,12
4/28/2018,4,13,290,297,7,5,7,326,12
4/28/2018,4,11,303,329,5,5,28,326,12
4/28/2018,4,15,273,263,5,5,5,326,12
4/28/2018,4,29,281,259,5,5,7,326,12
4/28/2018,4,17,247,197,5,5,5,326,12
4/28/2018,4,18,307,356,3,5,7,326,12
4/28/2018,4,19,254,216,3,5,6,326,12
4/28/2018,4,20,254,213,5,5,28,326,12
4/28/2018,4,22,244,196,5,5,6,326,12
4/28/2018,4,23,250,191,5,5,4,326,12
4/28/2018,4,24,269,226,7,5,6,326,12
4/28/2018,4,25,333,471,5,5,10,326,12
4/28/2018,4,26,244,187,5,5,6,326,12
4/28/2018,4,27,244,174,5,5,4,326,12
4/28/2018,4,28,241,172,5,5,4,326,12
4/28/2018,4,14,255,186,5,5,6,326,12
4/28/2018,4,92,323,369,5,5,9,326,12
4/28/2018,4,80,269,235,7,5,5,326,12
4/28/2018,4,9,297,301,7,5,28,326,12
4/28/2018,4,82,246,215,5,5,4,326,12
4/28/2018,4,83,246,188,5,5,28,326,12
4/28/2018,4,84,311,488,5,5,10,326,12
4/28/2018,4,85,321,467,5,5,8,326,12
4/28/2018,4,86,315,515,5,5,7,326,12
4/28/2018,4,87,334,500,5,5,13,326,12
4/28/2018,4,88,249,188,3,5,4,326,12
4/28/2018,4,79,267,227,5,5,5,326,12
4/28/2018,4,90,264,242,5,5,7,326,12
4/28/2018,4,97,316,155,8,5,5,326,12
4/28/2018,4,93,288,438,5,5,8,326,12
4/28/2018,4,94,300,317,5,5,28,326,12
4/28/2018,4,10,251,213,5,5,7,326,12
4/28/2018,4,95,263,330,5,5,8,326,12
4/28/2018,4,96,250,226,5,5,5,326,12
4/28/2018,4,56,301,357,5,5,8,326,12
4/28/2018,4,98,253,463,5,5,9,326,12
4/28/2018,4,100,259,213,5,5,5,326,12
4/28/2018,4,2,274,275,5,5,4,326,12
4/28/2018,4,78,298,359,3,5,8,326,12
4/28/2018,4,89,264,209,5,5,29,326,12
4/28/2018,4,59,313,395,5,5,8,326,12
4/28/2018,4,57,315,339,7,5,9,326,12
4/28/2018,4,99,259,189,5,5,7,326,12
4/28/2018,4,8,270,214,5,5,28,326,12
4/28/2018,4,58,272,249,7,5,28,326,12
4/28/2018,4,60,320,413,5,5,6,326,12
4/28/2018,4,62,243,187,5,5,9,326,12
4/28/2018,4,63,256,233,5,5,5,326,12
4/28/2018,4,64,303,377,5,5,28,326,12
4/28/2018,4,65,240,184,3,5,4,326,12
4/28/2018,4,66,244,188,5,5,5,326,12
4/28/2018,4,67,249,180,5,5,29,326,12
4/28/2018,4,68,233,166,3,5,6,326,12
4/28/2018,4,3,260,238,5,5,28,326,12
4/28/2018,4,70,300,361,5,5,8,326,12
4/28/2018,4,72,289,350,5,5,9,326,12
4/28/2018,4,73,298,354,5,5,7,326,12
4/28/2018,4,74,265,249,3,5,6,326,12
4/28/2018,4,75,295,332,5,5,28,326,12
4/28/2018,4,76,273,227,7,5,5,326,12
4/28/2018,4,77,298,350,5,5,9,326,12
4/28/2018,4,7,260,224,5,5,29,326,12
4/28/2018,4,5,259,227,5,5,5,326,12
4/28/2018,4,6,321,415,7,5,8,326,12
4/28/2018,4,69,296,309,5,5,7,326,12
4/28/2018,4,56,251,198,3,5,5,326,12
4/28/2018,4,63,308,439,5,5,8,326,12
4/28/2018,4,60,245,175,5,5,4,326,12
4/28/2018,4,59,292,251,7,5,5,326,12
4/28/2018,4,64,314,407,7,5,11,326,12
4/28/2018,4,65,285,330,3,5,7,326,12
4/28/2018,4,62,277,251,5,5,8,326,12
4/28/2018,4,57,269,249,7,5,28,326,12
4/28/2018,4,50,342,467,7,5,11,326,12
4/28/2018,4,55,323,437,5,5,9,326,12
4/28/2018,4,54,256,200,7,5,28,326,12
4/28/2018,4,66,259,200,5,5,4,326,12
4/28/2018,4,78,303,384,5,5,10,326,12
4/28/2018,4,53,314,394,3,5,10,326,12
4/28/2018,4,52,255,216,5,5,5,326,12
4/28/2018,4,49,270,251,7,5,5,326,12
4/28/2018,4,58,292,348,5,5,6,326,12
4/28/2018,4,77,241,171,5,5,4,326,12
4/28/2018,4,86,239,161,5,5,4,326,12
4/28/2018,4,85,285,269,7,5,7,326,12
4/28/2018,4,18,259,191,7,5,5,326,12
4/28/2018,4,48,245,195,5,5,4,326,12
4/28/2018,4,84,260,206,7,5,5,326,12
4/28/2018,4,83,243,172,5,5,28,326,12
4/28/2018,4,82,253,210,5,5,5,326,12
4/28/2018,4,76,317,377,5,5,9,326,12
4/28/2018,4,79,259,198,5,5,5,326,12
4/28/2018,4,67,324,450,5,5,12,326,12
4/28/2018,4,75,260,242,5,5,4,326,12
4/28/2018,4,74,272,239,5,5,6,326,12
4/28/2018,4,73,249,197,3,5,5,326,12
4/28/2018,4,72,305,372,7,5,28,326,12
4/28/2018,4,70,300,299,7,5,11,326,12
4/28/2018,4,69,260,204,7,5,5,326,12
4/28/2018,4,68,237,156,5,5,4,326,12
4/28/2018,4,80,328,363,7,5,11,326,12
4/28/2018,4,12,296,329,7,5,8,326,12
4/28/2018,4,24,255,217,5,5,5,326,12
4/28/2018,4,23,292,362,5,5,5,326,12
4/28/2018,4,22,307,423,5,5,8,326,12
4/28/2018,4,19,305,379,5,5,9,326,12
4/28/2018,4,17,259,218,7,5,4,326,12
4/28/2018,4,16,288,308,5,5,8,326,12
4/28/2018,4,15,291,393,5,5,8,326,12
4/28/2018,4,20,289,351,5,5,9,326,12
4/28/2018,4,13,254,229,5,5,5,326,12
4/28/2018,4,27,254,209,5,5,5,326,12
4/28/2018,4,11,306,400,5,5,5,326,12
4/28/2018,4,2,296,319,5,5,8,326,12
4/28/2018,4,141,299,373,5,5,7,326,12
4/28/2018,4,131,252,204,7,5,5,326,12
4/28/2018,4,121,240,167,5,5,28,326,12
4/28/2018,4,87,251,169,7,5,5,326,12
4/28/2018,4,120,251,193,3,5,4,326,12
4/28/2018,4,14,245,163,5,5,4,326,12
4/28/2018,4,36,292,342,5,5,28,326,12
4/28/2018,4,46,291,313,5,5,11,326,12
4/28/2018,4,45,247,198,5,5,5,326,12
4/28/2018,4,44,243,190,5,5,28,326,12
4/28/2018,4,43,264,234,3,5,6,326,12
4/28/2018,4,42,307,408,5,5,8,326,12
4/28/2018,4,40,299,377,5,5,28,326,12
4/28/2018,4,39,270,245,5,5,5,326,12
4/28/2018,4,25,318,477,5,5,9,326,12
4/28/2018,4,37,257,219,5,5,5,326,12
4/28/2018,4,26,312,389,7,5,6,326,12
4/28/2018,4,35,308,347,5,5,10,326,12
4/28/2018,4,34,263,205,5,5,10,326,12
4/28/2018,4,33,322,526,5,5,10,326,12
4/28/2018,4,32,308,380,3,5,8,326,12
4/28/2018,4,30,236,160,5,5,4,326,12
4/28/2018,4,29,234,174,5,5,4,326,12
4/28/2018,4,28,243,185,5,5,4,326,12
4/28/2018,4,47,259,200,7,5,28,326,12
4/28/2018,4,38,279,318,5,5,7,326,12
4/28/2018,4,134,274,264,5,5,4,326,12
4/28/2018,4,143,225,143,5,5,4,326,12
4/28/2018,4,142,313,362,7,5,8,326,12
4/28/2018,4,140,312,403,5,5,10,326,12
4/28/2018,4,139,288,360,3,5,8,326,12
4/28/2018,4,138,240,172,3,5,4,326,12
4/28/2018,4,137,305,449,5,5,10,326,12
4/28/2018,4,128,254,198,7,5,28,326,12
4/28/2018,4,135,282,331,5,5,7,326,12
4/28/2018,4,146,320,413,5,5,8,326,12
4/28/2018,4,133,277,264,7,5,28,326,12
4/28/2018,4,132,293,332,5,5,28,326,12
4/28/2018,4,10,313,357,5,5,28,326,12
4/28/2018,4,9,265,231,7,5,5,326,12
4/28/2018,4,8,308,384,5,5,28,326,12
4/28/2018,4,130,241,184,3,5,29,326,12
4/28/2018,4,129,243,180,5,5,5,326,12
4/28/2018,4,136,295,332,7,5,8,326,12
4/28/2018,4,31,299,296,7,5,10,326,12
4/28/2018,4,112,320,420,3,5,10,326,12
4/28/2018,4,111,236,165,3,5,4,326,12
4/28/2018,4,102,310,430,5,5,10,326,12
4/28/2018,4,91,240,179,7,5,4,326,12
4/28/2018,4,81,261,230,3,5,5,326,12
4/28/2018,4,71,258,248,5,5,28,326,12
4/28/2018,4,61,322,500,5,5,10,326,12
4/28/2018,4,144,236,174,5,5,5,326,12
4/28/2018,4,41,272,235,5,5,5,326,12
4/28/2018,4,145,270,259,5,5,6,326,12
4/28/2018,4,118,302,326,5,5,8,326,12
4/28/2018,4,126,245,184,5,5,5,326,12
4/28/2018,4,88,251,190,7,5,28,326,12
4/28/2018,4,149,270,257,5,5,5,326,12
4/28/2018,4,148,258,212,5,5,28,326,12
4/28/2018,4,147,247,190,5,5,5,326,12
4/28/2018,4,150,306,395,3,5,8,326,12
4/28/2018,4,51,278,259,7,5,8,326,12
4/28/2018,4,97,334,418,3,5,12,326,12
4/28/2018,4,107,289,308,7,5,10,326,12
4/28/2018,4,106,252,224,3,5,5,326,12
4/28/2018,4,105,306,373,7,5,28,326,12
4/28/2018,4,104,302,322,5,5,7,326,12
4/28/2018,4,103,240,181,5,5,4,326,12
4/28/2018,4,101,266,227,5,5,28,326,12
4/28/2018,4,100,330,509,3,5,11,326,12
4/28/2018,4,108,288,363,5,5,8,326,12
4/28/2018,4,98,267,221,7,5,4,326,12
4/28/2018,4,96,257,211,5,5,4,326,12
4/28/2018,4,95,268,238,7,5,5,326,12
4/28/2018,4,93,245,179,7,5,5,326,12
4/28/2018,4,92,261,266,5,5,5,326,12
4/28/2018,4,90,247,174,7,5,4,326,12
4/28/2018,4,89,258,258,5,5,5,326,12
4/28/2018,4,7,303,386,5,5,28,326,12
4/28/2018,4,21,286,282,7,5,6,326,12
4/28/2018,4,99,301,378,5,5,8,326,12
4/28/2018,4,127,270,294,7,5,5,326,12
4/28/2018,4,6,255,210,7,5,9,326,12
4/28/2018,4,5,332,387,7,5,28,326,12
4/28/2018,4,94,250,207,5,5,3,326,12
4/28/2018,4,109,306,423,5,5,10,326,12
4/28/2018,4,4,298,346,5,5,29,326,12
4/28/2018,4,1,314,391,5,5,10,326,12
4/28/2018,4,125,233,159,7,5,4,326,12
4/28/2018,4,124,298,399,5,5,7,326,12
4/28/2018,4,115,308,449,5,5,10,326,12
4/28/2018,4,122,283,281,5,5,8,326,12
4/28/2018,4,119,288,315,5,5,7,326,12
4/28/2018,4,117,249,220,3,5,5,326,12
4/28/2018,4,116,264,251,5,5,5,326,12
4/28/2018,4,110,313,426,5,5,28,326,12
4/28/2018,4,123,227,145,3,5,4,326,12
4/28/2018,4,3,323,501,5,5,28,326,12
4/28/2018,4,114,325,382,7,5,12,326,12
4/28/2018,4,113,254,229,5,5,5,326,12
4/27/2018,4,33,321,462,3,5,7,326,21
4/27/2018,4,39,295,389,5,5,9,326,21
4/27/2018,4,42,328,502,3,5,28,326,21
4/27/2018,4,40,317,378,5,5,10,326,21
4/27/2018,4,43,311,433,5,5,9,326,21
4/27/2018,4,38,326,501,3,5,10,326,21
4/27/2018,4,37,294,416,5,5,10,326,21
4/27/2018,4,36,237,189,5,5,6,326,21
4/27/2018,4,34,309,377,5,5,8,326,21
4/27/2018,4,49,310,412,5,5,9,326,21
4/27/2018,4,3,328,557,5,5,9,326,21
4/27/2018,4,35,295,338,5,5,8,326,21
4/27/2018,4,44,304,416,5,5,8,326,21
4/27/2018,4,45,244,190,5,5,28,326,21
4/27/2018,4,46,265,262,5,5,5,326,21
4/27/2018,4,48,255,239,5,5,5,326,21
4/27/2018,4,50,330,534,5,5,11,326,21
4/27/2018,4,52,325,490,5,5,8,326,21
4/27/2018,4,53,313,459,3,5,7,326,21
4/27/2018,4,54,318,376,5,5,10,326,21
4/27/2018,4,32,271,260,3,5,6,326,21
4/27/2018,4,56,253,237,5,5,5,326,21
4/27/2018,4,18,323,526,5,5,10,326,21
4/27/2018,4,55,319,522,3,5,8,326,21
4/27/2018,4,47,248,181,5,5,4,326,21
4/27/2018,4,17,300,395,5,5,10,326,21
4/27/2018,4,4,308,386,5,5,7,326,21
4/27/2018,4,79,321,519,5,5,10,326,21
4/27/2018,4,71,233,194,5,5,4,326,21
4/27/2018,4,81,313,355,3,5,9,326,21
4/27/2018,4,11,258,179,5,5,28,326,21
4/27/2018,4,91,319,388,3,5,7,326,21
4/27/2018,4,100,298,322,5,5,8,326,21
4/27/2018,4,12,293,354,5,5,8,326,21
4/27/2018,4,13,311,370,3,5,9,326,21
4/27/2018,4,14,309,415,5,5,11,326,21
